company_size,product_category,product_subcategory,NAICS,NAICS_description,reformulation_activity,cost_type,5th Percentile,Mean,95th Percentile
Large Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Total Costs,133339.7,292992,537190.15
Large Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Per Formula Costs,1223.3000000000002,2688,4928.35
Total,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Total Costs,891143.15,2006785.9000000001,3732090.1000000006
Total,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Per Formula Costs,508.93383780696746,1146.0798972015991,2131.404968589378
Small Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Total Costs,628233.1,995153.5,1520286.9000000001
Small Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Per Formula Costs,3005.9,4761.5,7274.1
Medium Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Total Costs,24231886.700000003,52001420.5,94277213.30000001
Medium Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Per Formula Costs,16909.9,36288.5,65790.1
Large Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Total Costs,3928687,8733734,15962069
Large Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Per Formula Costs,36043,80126,146441
Total,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Total Costs,28788806.800000004,61730308,111759569.20000002
Total,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Per Formula Costs,16441.351684751575,35254.316390633925,63826.13889206169
Small Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Total Costs,328548,695970,1288276
Small Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Per Formula Costs,1572,3330,6164
Medium Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Total Costs,38123532,82162488,150368989
Medium Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Per Formula Costs,26604,57336,104933
Large Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Total Costs,7018183,14917740,27059032
Large Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Per Formula Costs,64387,136860,248248
Total,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Total Costs,45470263,97776198,178716297
Total,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Per Formula Costs,25968.168475157054,55840.20445459737,102065.27527127355
Small Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Total Costs,46189,106381,202103
Small Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Per Formula Costs,221,509,967
Medium Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Total Costs,30507137,65730277,120273123
Medium Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Per Formula Costs,21289,45869,83931
Large Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Total Costs,6109232,13278816,24293702
Large Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Per Formula Costs,56048,121824,222878
Total,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Total Costs,36662558,79115474,144768928
Total,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Per Formula Costs,20938.068532267276,45183.02341519132,82677.85722444317
Small Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,Analytical tests,Total Costs,0,0,0
Small Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,Analytical tests,Per Formula Costs,0,0,0
Medium Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,Analytical tests,Total Costs,0,0,0
Medium Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,Analytical tests,Per Formula Costs,0,0,0
Large Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,Analytical tests,Total Costs,0,0,0
Large Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,Analytical tests,Per Formula Costs,0,0,0
Total,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,Analytical tests,Total Costs,0,0,0
Total,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,Analytical tests,Per Formula Costs,0,0,0
Small Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,Consumer tests,Total Costs,0,0,0
Small Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,Consumer tests,Per Formula Costs,0,0,0
Medium Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,Consumer tests,Total Costs,6769993.549999999,8576505,10596748.399999999
Medium Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,Consumer tests,Per Formula Costs,4724.3499999999995,5985,7394.799999999999
Large Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,Consumer tests,Total Costs,1779817.4,2704311.8,3424191.4
Large Companies,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,Consumer tests,Per Formula Costs,16328.599999999999,24810.199999999997,31414.6
Total,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,Consumer tests,Total Costs,8549810.95,11280816.8,14020939.799999999
Total,Fruits & vegetables,Fruit/fruit salad - refrigerated,311991,Perishable Prepared Food Manufacturing,Consumer tests,Per Formula Costs,4882.816076527698,6442.4996002284415,8007.389948600799
Small Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,1. Determine response to regulation,Total Costs,599155.5999999999,889436,1309788.4000000001
Small Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,1. Determine response to regulation,Per Formula Costs,1308.1999999999996,1942,2859.8
Medium Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,1. Determine response to regulation,Total Costs,4720950,11533375,22422495
Medium Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,1. Determine response to regulation,Per Formula Costs,3510,8575,16671
Large Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,1. Determine response to regulation,Total Costs,476346,1111188,2102256
Large Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,1. Determine response to regulation,Per Formula Costs,6107,14246,26952
Total,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,1. Determine response to regulation,Total Costs,5796451.6,13533999,25834539.4
Total,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,1. Determine response to regulation,Per Formula Costs,3081.5797979797976,7195.108452950558,13734.470707070706
Small Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,2. Project management,Total Costs,278006,681046,1323162
Small Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,2. Project management,Per Formula Costs,607,1487,2889
Medium Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,2. Project management,Total Costs,12517915,30263845,58499430
Medium Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,2. Project management,Per Formula Costs,9307,22501,43494
Large Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,2. Project management,Total Costs,1528956,3509610,6585774
Large Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,2. Project management,Per Formula Costs,19602,44995,84433
Total,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,2. Project management,Total Costs,14324877,34454501,66408366
Total,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,2. Project management,Per Formula Costs,7615.564593301436,18317.11908559277,35304.81977671451
Small Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,3. Product reformulation/process modification,Total Costs,1003340.5999999999,2227712,4120305.3999999994
Small Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,3. Product reformulation/process modification,Per Formula Costs,2190.7,4864,8996.3
Medium Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,3. Product reformulation/process modification,Total Costs,23198156.5,51260640,94595598.5
Medium Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,3. Product reformulation/process modification,Per Formula Costs,17247.7,38112,70331.3
Large Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,3. Product reformulation/process modification,Total Costs,3262794.5999999996,7143630,13105505.399999999
Large Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,3. Product reformulation/process modification,Per Formula Costs,41830.7,91585,168019.3
Total,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,3. Product reformulation/process modification,Total Costs,27464291.7,60631982,111821409.3
Total,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,3. Product reformulation/process modification,Per Formula Costs,14600.899362041468,32233.90855927698,59447.85183413078
Small Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,4. Packaging assessment,Total Costs,129934.59999999999,278922,521799.39999999997
Small Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,4. Packaging assessment,Per Formula Costs,283.7,609,1139.3
Medium Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,4. Packaging assessment,Total Costs,2680181.5,6069985,11334718.499999998
Medium Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,4. Packaging assessment,Per Formula Costs,1992.7000000000003,4513,8427.3
Large Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,4. Packaging assessment,Total Costs,332100.6,729534,1332185.4
Large Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,4. Packaging assessment,Per Formula Costs,4257.7,9353,17079.3
Total,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,4. Packaging assessment,Total Costs,3142216.7,7078441,13188703.299999999
Total,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,4. Packaging assessment,Per Formula Costs,1670.5032961190857,3763.126528442318,7011.538171185539
Small Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,5. Packaging development,Total Costs,4625.8,11770.6,23609.9
Small Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,5. Packaging development,Per Formula Costs,10.1,25.7,51.550000000000004
Medium Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,5. Packaging development,Total Costs,709285.7500000001,1603509.0000000002,2988590
Medium Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,5. Packaging development,Per Formula Costs,527.3500000000001,1192.2000000000003,2222
Large Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,5. Packaging development,Total Costs,95417.40000000001,209664.00000000003,384411.30000000005
Large Companies,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,5. Packaging development,Per Formula Costs,1223.3000000000002,2688.0000000000005,4928.35
Total,Fruits & vegetables,Garlic/herbs - fresh,111219,Other Vegetable (except Potato) & Melon Farming,5. Packaging development,Total Costs,809328.9500000002,1824943.6000000003,3396611.2
